FID,GEOID,STATE,COUNTY,TRACT,BLOCKGROUP,STUSAB,all_damage_own,serious_damage_own,serious_damage_own_unmet,all_damage_rent,serious_damage_rent,serious_damage_rent_unmet,SHAPE_Length,SHAPE_Area
349,482014522013,48,201,452201,3,TX,-1,0,-1,0,0,0,0.0288618241724726,3.51613826294519e-05
350,482015429001,48,201,542900,1,TX,19,0,-1,-1,-1,-1,0.0351017318690347,7.46935336413831e-05
351,482014310004,48,201,431000,4,TX,-1,-1,0,0,0,0,0.0411432796735258,5.98310194764123e-05
352,482014332013,48,201,433201,3,TX,-1,0,0,0,0,0,0.0364479266441912,4.91561611970985e-05
353,482015503011,48,201,550301,1,TX,0,0,-1,-1,-1,-1,0.0588219545040214,0.000100570905226559
354,482014311012,48,201,431101,2,TX,0,0,0,-1,-1,-1,0.023595956645428,3.11482728858084e-05
355,482014311013,48,201,431101,3,TX,-1,-1,0,-1,-1,-1,0.0176246737792759,1.72577385055743e-05
356,482014323003,48,201,432300,3,TX,0,0,0,-1,-1,-1,0.0158803610678253,1.62348025979664e-05
357,482014323001,48,201,432300,1,TX,-1,0,0,-1,-1,0,0.022688462983178,2.88480096846319e-05
358,482014312024,48,201,431202,4,TX,-1,0,0,0,0,0,0.0212297101707215,2.55965796352695e-05
359,482014315022,48,201,431502,2,TX,-1,0,0,0,0,0,0.0224361085969643,2.44675550002151e-05
360,482014320023,48,201,432002,3,TX,-1,0,0,-1,-1,0,0.0229287070609832,2.1673096996641e-05
361,482014329011,48,201,432901,1,TX,-1,0,-1,-1,-1,-1,0.0504896916499311,9.70815578418602e-05
362,482014324001,48,201,432400,1,TX,-1,0,-1,-1,-1,0,0.0262126392823766,3.56330169896749e-05
363,482015204002,48,201,520400,2,TX,-1,0,-1,-1,0,0,0.0477037290029199,0.000106963373655345
364,482015204001,48,201,520400,1,TX,-1,-1,-1,-1,-1,-1,0.0463334665767361,8.34575487593047e-05
365,482015516001,48,201,551600,1,TX,-1,0,0,0,0,0,0.0402502031320515,8.5604563880001e-05
366,482015342011,48,201,534201,1,TX,18,-1,-1,-1,0,0,0.0825504984831825,0.000324276808093193
367,482013403011,48,201,340301,1,TX,34,23,11,0,0,0,0.0635865509289572,0.000146095671137962
368,482013403022,48,201,340302,2,TX,-1,0,0,0,0,0,0.0559448129716277,8.7163827278191e-05
369,482013402032,48,201,340203,2,TX,-1,-1,-1,-1,0,0,0.0963410310234665,0.000331117769527601
370,482015218001,48,201,521800,1,TX,28,-1,-1,-1,-1,-1,0.135528878022069,0.000594609215946083
371,482015218002,48,201,521800,2,TX,17,0,0,-1,-1,-1,0.0396505429930552,7.45036322898035e-05
372,482015401001,48,201,540100,1,TX,25,-1,-1,0,0,0,0.122695933146855,0.000846276522012984
373,482015401003,48,201,540100,3,TX,26,-1,-1,-1,-1,-1,0.102515687638558,0.000480358451970437
374,482015534012,48,201,553401,2,TX,85,79,46,-1,-1,-1,0.0578927079050232,0.000134640034704176
375,482015534011,48,201,553401,1,TX,189,155,80,14,11,-1,0.0635298075833303,0.000217357792384179
376,482014526001,48,201,452600,1,TX,0,0,0,-1,-1,0,0.0200175763050696,2.46365748689849e-05
377,482014527004,48,201,452700,4,TX,-1,0,-1,15,-1,-1,0.0471213233211091,0.000132390188892045
378,482014527002,48,201,452700,2,TX,26,0,-1,-1,0,0,0.0403386577382714,9.02212100320508e-05
379,482015507001,48,201,550700,1,TX,19,0,0,0,0,0,0.115335155085541,0.000426897144376493
380,482015527001,48,201,552700,1,TX,27,19,-1,61,41,-1,0.0675497634644155,0.000154859341217339
381,482015213001,48,201,521300,1,TX,-1,0,-1,0,0,0,0.0290880904434373,5.24817170885902e-05
382,482015212001,48,201,521200,1,TX,-1,0,-1,-1,-1,0,0.0271753863605817,4.49149509341957e-05
383,482015211001,48,201,521100,1,TX,-1,-1,0,0,0,0,0.0363959648022233,5.60307088735067e-05
384,482015210001,48,201,521000,1,TX,0,0,-1,-1,-1,0,0.0557018161777944,0.000107083600531816
385,482015207004,48,201,520700,4,TX,-1,0,0,0,0,0,0.0433291651031853,7.2371832904527e-05
386,482015408001,48,201,540800,1,TX,-1,0,0,0,0,0,0.0379699324415372,5.58691362685071e-05
387,482015407002,48,201,540700,2,TX,139,109,82,13,11,-1,0.075479648857843,0.000313530960619534
388,482015402001,48,201,540200,1,TX,20,0,0,0,0,0,0.0626041588836009,0.000234518528649159
389,482015401002,48,201,540100,2,TX,208,178,132,11,-1,-1,0.119496994886957,0.000774199423682943
390,482015205003,48,201,520500,3,TX,13,0,-1,0,0,0,0.0693578698835279,0.000216995699912109
391,482015205002,48,201,520500,2,TX,0,0,0,-1,-1,-1,0.0427429021816652,5.1920902009133e-05
392,482015205004,48,201,520500,4,TX,11,-1,-1,0,0,0,0.0398988452886286,6.17346387430547e-05
393,481499702003,48,149,970200,3,TX,-1,0,0,0,0,0,0.64595837264113,0.0115760491257302
394,484817408002,48,481,740800,2,TX,-1,0,-1,0,0,0,0.0507203273441636,9.16932845785874e-05
395,482015542001,48,201,554200,1,TX,31,12,-1,-1,-1,0,0.0975488710564131,0.0003128272477582
396,482015528003,48,201,552800,3,TX,-1,0,0,0,0,0,0.0593114955144996,0.000140556006672954
397,482015221003,48,201,522100,3,TX,-1,-1,-1,-1,-1,-1,0.0378086424371092,7.54295801525647e-05
398,482015220001,48,201,522000,1,TX,-1,0,0,0,0,0,0.0469032701044825,0.000106751722208243
399,482015219001,48,201,521900,1,TX,-1,0,-1,0,0,0,0.0692428315789126,0.000276538335776825
400,482015323001,48,201,532300,1,TX,-1,0,-1,0,0,0,0.0793016352779645,0.000285546286636983
401,482015337022,48,201,533702,2,TX,109,58,45,31,21,15,0.0327475379706851,5.51179728987745e-05
402,482015336002,48,201,533600,2,TX,26,-1,-1,-1,-1,-1,0.0536336069712465,0.000157741592726831
403,482015334003,48,201,533400,3,TX,28,0,-1,-1,0,0,0.0325495495843141,5.4762849311626e-05
404,481499703005,48,149,970300,5,TX,70,67,39,20,20,-1,0.0525899464101619,0.000134304021262971
405,482012324021,48,201,232402,1,TX,29,-1,-1,80,67,35,0.0479616781611227,7.12883388084393e-05
406,482012523023,48,201,252302,3,TX,37,-1,-1,-1,0,0,0.0481004083761159,9.19847647484854e-05
407,482012523021,48,201,252302,1,TX,73,-1,-1,-1,-1,0,0.113024733702195,0.000543835545957735
408,482012523011,48,201,252301,1,TX,36,-1,-1,-1,0,0,0.0610296971835437,0.000117078291643693
409,482015412031,48,201,541203,1,TX,-1,0,0,0,0,0,0.0383639463672871,7.22836632975135e-05
410,482015412023,48,201,541202,3,TX,-1,0,0,0,0,0,0.0249800341275651,3.45322873811055e-05
411,482015412021,48,201,541202,1,TX,-1,0,0,0,0,0,0.0615026827881114,0.000125634295479711
412,482015503013,48,201,550301,3,TX,-1,0,-1,-1,0,0,0.0479703034656321,0.000103754646478664
413,482015503021,48,201,550302,1,TX,-1,0,0,-1,-1,-1,0.0564305766841045,9.44674261923135e-05
414,482012408012,48,201,240801,2,TX,0,0,-1,-1,-1,-1,0.0308204582069001,4.97297449852464e-05
415,482015533001,48,201,553300,1,TX,0,0,-1,126,109,63,0.0229691391360452,3.15246448238771e-05
416,482014213003,48,201,421300,3,TX,-1,0,-1,-1,-1,0,0.0190247921143793,2.12123863274712e-05
417,482014213002,48,201,421300,2,TX,0,0,0,-1,-1,-1,0.0209011106342752,2.49521969695122e-05
418,482014527003,48,201,452700,3,TX,25,0,-1,-1,-1,-1,0.0520862087343309,0.000165098100099908
419,482014536024,48,201,453602,4,TX,18,0,-1,-1,-1,-1,0.0281439054498665,4.06749902974804e-05
420,482012412003,48,201,241200,3,TX,28,22,16,105,101,54,0.0675447241648456,0.000112841731726255
421,482012410002,48,201,241000,2,TX,138,109,30,22,20,-1,0.0784862371138988,0.000166624235887471
422,482013140013,48,201,314001,3,TX,-1,0,0,0,0,0,0.0220326835631042,2.61115555121273e-05
423,482014223011,48,201,422301,1,TX,0,0,-1,-1,0,0,0.0143584117954613,1.23064199065076e-05
424,482014227013,48,201,422701,3,TX,14,-1,-1,-1,-1,-1,0.0394896134564179,9.03639723435682e-05
425,482014222001,48,201,422200,1,TX,0,0,-1,-1,-1,0,0.0547753911727886,0.000105424021400251
426,482014224012,48,201,422401,2,TX,-1,0,-1,21,15,-1,0.031295899638687,3.01814037300141e-05
427,482014224011,48,201,422401,1,TX,17,-1,-1,-1,-1,0,0.0278102555304328,2.74524126647196e-05
428,482015332001,48,201,533200,1,TX,61,-1,-1,-1,-1,-1,0.0521227935825814,0.000120903348721833
429,482015318002,48,201,531800,2,TX,42,-1,-1,-1,-1,-1,0.0301797342845038,5.23505638178691e-05
430,482015319001,48,201,531900,1,TX,28,0,-1,-1,-1,-1,0.0471456592823338,0.000100478993179231
431,482015319002,48,201,531900,2,TX,56,-1,-1,-1,-1,-1,0.0371616907871022,6.95164792515328e-05
432,482015543021,48,201,554302,1,TX,63,54,29,273,264,101,0.0321361501541148,4.89230640213697e-05
433,482015543012,48,201,554301,2,TX,24,13,-1,0,0,0,0.0551638664041081,0.000109702220782915
434,482013402031,48,201,340203,1,TX,-1,0,0,0,0,0,0.130368372332549,0.000738387181223604
435,482013414002,48,201,341400,2,TX,16,-1,0,0,0,0,0.211869523402046,0.00105723738986639
436,482014232021,48,201,423202,1,TX,-1,0,0,-1,-1,-1,0.0207385062420394,2.63153592469742e-05
437,482014233013,48,201,423301,3,TX,-1,0,0,-1,0,0,0.0314704209998649,2.9827600470717e-05
438,482015107002,48,201,510700,2,TX,11,-1,-1,15,13,-1,0.0439433129411095,6.56439214819232e-05
439,482015107001,48,201,510700,1,TX,12,-1,-1,-1,-1,0,0.0266307340773814,3.62757486864788e-05
440,482013234004,48,201,323400,4,TX,27,-1,-1,0,0,0,0.0260505073855168,2.99483924386086e-05
441,482013234003,48,201,323400,3,TX,31,20,16,16,11,-1,0.0290120646652025,4.77826399610032e-05
442,482013234002,48,201,323400,2,TX,41,-1,-1,-1,0,0,0.0291478359242481,4.6676262819871e-05
443,483396905001,48,339,690500,1,TX,-1,-1,0,0,0,0,0.222610079391616,0.00169781913972765
444,483396936001,48,339,693600,1,TX,-1,-1,-1,0,0,0,0.0676327843487829,0.000221564718086293
445,480396627001,48,039,662700,1,TX,87,67,40,-1,-1,-1,0.706372714423383,0.0109475945313374
446,480396615022,48,039,661502,2,TX,104,60,32,-1,-1,-1,0.296892715382019,0.00345371628199575
447,480396612003,48,039,661200,3,TX,15,-1,-1,-1,-1,-1,0.0624763939588633,0.000128489063153404
448,480396625001,48,039,662500,1,TX,211,166,26,11,-1,-1,0.477896487964758,0.00898495791066453
449,480396618002,48,039,661800,2,TX,325,222,153,34,25,16,0.479233457655047,0.0100893406959822
450,480396605001,48,039,660500,1,TX,199,175,72,34,32,11,0.0826929418465489,0.00029781702534449
451,480396606013,48,039,660601,3,TX,35,-1,-1,0,0,0,0.118606289053761,0.000379354176249551
452,480396606011,48,039,660601,1,TX,16,-1,-1,0,0,0,0.0685560200590629,0.000218264903928269
453,480396633003,48,039,663300,3,TX,-1,0,-1,-1,0,0,0.0427674406159071,7.77556416501506e-05
454,480396628004,48,039,662800,4,TX,-1,-1,-1,-1,-1,-1,0.0552944395878919,0.000136995489888989
455,480396628005,48,039,662800,5,TX,56,27,23,-1,-1,-1,0.443992824291597,0.0075062082095457
456,483396928014,48,339,692801,4,TX,113,83,59,32,29,17,0.125306377352575,0.000586823390277019
457,483396925002,48,339,692500,2,TX,18,-1,-1,-1,-1,0,0.158839184434039,0.000676945202839921
458,483396925001,48,339,692500,1,TX,161,120,73,43,38,13,0.191791481508214,0.00146622693084925
459,483610224003,48,361,022400,3,TX,47,29,-1,-1,-1,-1,0.0860994403798356,0.000458160440343464
460,483610224002,48,361,022400,2,TX,83,38,-1,36,26,-1,0.0851092395364823,0.000294619198201817
461,483610224004,48,361,022400,4,TX,28,-1,-1,-1,-1,-1,0.0617153784416141,0.000178854963192114
462,483610223003,48,361,022300,3,TX,52,38,-1,13,12,-1,0.0491832959729912,8.77491057260678e-05
463,483610224005,48,361,022400,5,TX,102,63,-1,20,12,-1,0.0637653626189717,0.000155728941234397
464,483610211001,48,361,021100,1,TX,119,58,32,-1,-1,-1,0.360914828775708,0.00357943979858169
465,483610212003,48,361,021200,3,TX,354,264,200,24,20,-1,0.3715886651439,0.0042544649827832
466,482015336001,48,201,533600,1,TX,28,19,-1,17,14,-1,0.0747492920327783,0.000173100506063114
467,482014551011,48,201,455101,1,TX,-1,0,0,0,0,0,0.0499319939670236,6.3963351501708e-05
468,482015501001,48,201,550100,1,TX,0,0,-1,-1,-1,0,0.0833800966229102,0.000250213998070997
469,482015501002,48,201,550100,2,TX,-1,0,-1,-1,-1,-1,0.0460558905125602,7.96149314968475e-05
470,482015545011,48,201,554501,1,TX,93,73,-1,0,0,0,0.146552334938949,0.000780757597870092
471,482015545012,48,201,554501,2,TX,31,21,-1,-1,-1,0,0.0932300649141736,0.000378043814076365
472,482015545022,48,201,554502,2,TX,11,-1,-1,0,0,0,0.0931371035150437,0.000200388405362227
473,482015408002,48,201,540800,2,TX,12,-1,-1,-1,0,0,0.150112698789889,0.000754537730609397
474,482015519002,48,201,551900,2,TX,0,0,-1,-1,0,0,0.0297640798076183,3.34226045326409e-05
475,482014551014,48,201,455101,4,TX,66,40,33,11,-1,-1,0.0315983057972719,5.34465290201419e-05
476,482014551012,48,201,455101,2,TX,44,16,15,-1,-1,-1,0.0355047113632855,6.69268279140261e-05
477,482015529004,48,201,552900,4,TX,-1,0,0,-1,0,0,0.0432255100744004,7.93582648193459e-05
478,482012507012,48,201,250701,2,TX,275,251,161,66,63,26,0.214920378575066,0.0015417539356895
479,482012503022,48,201,250302,2,TX,16,0,-1,-1,-1,0,0.0327946893323013,6.15422159799169e-05
480,482012505002,48,201,250500,2,TX,-1,0,0,0,0,0,0.0573543262410587,0.000112445041882357
481,482012504022,48,201,250402,2,TX,-1,0,0,0,0,0,0.0449018553581731,8.63209238908702e-05
482,482012507011,48,201,250701,1,TX,12,-1,0,-1,-1,0,0.0757196375046055,0.000154937816219646
483,482012510001,48,201,251000,1,TX,172,172,37,310,308,88,0.0866298567023314,0.000499503304539627
484,482012507021,48,201,250702,1,TX,11,-1,-1,0,0,0,0.0503261355554895,9.57366915733772e-05
485,482015414001,48,201,541400,1,TX,101,22,-1,16,-1,-1,0.0806176113305817,0.000278105787189262
486,482015405013,48,201,540501,3,TX,0,0,0,-1,0,0,0.0288234297666967,3.96242548805378e-05
487,480897505003,48,089,750500,3,TX,38,19,18,17,15,-1,0.105554543752612,0.000493643712244774
488,480897505002,48,089,750500,2,TX,-1,-1,0,0,0,0,0.0499846833455872,0.000104676663400385
489,480897504001,48,089,750400,1,TX,22,-1,-1,-1,-1,-1,0.191082799427692,0.00117873282956117
