FID,GEOID,STATE,COUNTY,TRACT,BLOCKGROUP,STUSAB,all_damage_own,serious_damage_own,serious_damage_own_unmet,all_damage_rent,serious_damage_rent,serious_damage_rent_unmet,SHAPE_Length,SHAPE_Area
1822,481576710021,48,157,671002,1,TX,40,-1,-1,-1,-1,-1,0.0566993016238614,0.000108831745142643
1823,481576739021,48,157,673902,1,TX,17,0,0,0,0,0,0.118248171270009,0.000666823517763858
1824,481576722002,48,157,672200,2,TX,-1,0,-1,-1,0,0,0.0951762564261438,0.000447086882171025
1825,484817401003,48,481,740100,3,TX,12,-1,-1,-1,-1,-1,0.0533045212232871,0.000126838546191977
1826,484817401005,48,481,740100,5,TX,73,56,22,-1,-1,-1,1.03697826401252,0.0243130163242536
1827,484090113002,48,409,011300,2,TX,100,0,-1,-1,-1,-1,0.145816748467701,0.000830563496253737
1828,484090105002,48,409,010500,2,TX,93,-1,-1,-1,-1,-1,0.0532095637997917,0.000151459854732187
1829,484090111002,48,409,011100,2,TX,26,0,-1,-1,0,0,0.0611625271292169,0.000194585949897214
1830,481677222001,48,167,722200,1,TX,-1,-1,-1,-1,-1,0,0.0269195083651055,3.2580808426149e-05
1831,481677212014,48,167,721201,4,TX,32,-1,-1,-1,-1,-1,0.110813941473033,0.000426638620205698
1832,481677239001,48,167,723900,1,TX,-1,0,-1,0,0,0,0.427942069008158,0.00453398202226895
1833,481677221006,48,167,722100,6,TX,-1,0,0,0,0,0,0.0456045335223529,8.57954339900502e-05
1834,481677222002,48,167,722200,2,TX,14,0,-1,-1,-1,-1,0.0238963934106769,3.12975720343017e-05
1835,484817403002,48,481,740300,2,TX,103,60,40,50,42,22,0.371746159772014,0.00469401007784682
1836,484090108001,48,409,010800,1,TX,92,-1,-1,-1,-1,0,0.117592486890364,0.000597099397664746
1837,484090110004,48,409,011000,4,TX,133,0,-1,-1,-1,0,0.106664564284671,0.000556959809760318
1838,484090110001,48,409,011000,1,TX,129,-1,-1,-1,0,0,0.136538331074859,0.000972227915573876
1839,484817409005,48,481,740900,5,TX,-1,0,0,0,0,0,0.0653615887351277,0.000127873848953562
1840,482419506001,48,241,950600,1,TX,53,35,25,-1,-1,-1,0.213467505780728,0.000894404679498056
1841,481677260002,48,167,726000,2,TX,-1,0,-1,-1,-1,-1,0.65631948656351,0.00133283362992138
1842,481677261002,48,167,726100,2,TX,12,-1,-1,-1,0,0,0.681197260846103,0.00249134568672642
1843,484817409004,48,481,740900,4,TX,-1,0,-1,0,0,0,0.0628597085926073,0.000158220297823003
1844,484817410002,48,481,741000,2,TX,-1,-1,-1,-1,0,0,0.0563327691399228,0.00013248277014654
1845,484817411001,48,481,741100,1,TX,-1,0,0,0,0,0,1.04860198518757,0.0488399546024982
1846,484817405001,48,481,740500,1,TX,140,72,35,44,25,14,0.548698187497811,0.0108652783434259
1847,484817402001,48,481,740200,1,TX,154,126,46,17,15,-1,0.249978789014875,0.00250168540204411
1848,484817407001,48,481,740700,1,TX,-1,0,-1,0,0,0,0.758313274448434,0.0216388388106535
1849,481677259001,48,167,725900,1,TX,-1,0,-1,-1,-1,-1,0.118103384933754,0.000627334303301593
1850,481677241011,48,167,724101,1,TX,-1,0,0,0,0,0,0.29219451926474,0.000836946241215481
1851,481677256003,48,167,725600,3,TX,-1,0,-1,-1,-1,0,0.0388396816533544,6.87433975589472e-05
1852,484817406002,48,481,740600,2,TX,21,-1,-1,0,0,0,0.178194478272514,0.00157669563056429
1853,484817410004,48,481,741000,4,TX,-1,-1,-1,0,0,0,0.702838510047892,0.0216662665163655
1854,480079504002,48,007,950400,2,TX,219,33,23,73,43,22,0.08308245980607,0.000165838624806926
1855,480079505003,48,007,950500,3,TX,144,31,16,64,27,-1,0.103075059330167,0.000481458221492364
1856,480079505002,48,007,950500,2,TX,271,65,46,65,38,22,0.21385509619435,0.00112199498683873
1857,480079502002,48,007,950200,2,TX,105,11,-1,26,15,-1,0.159314482035477,0.00018096177082939
1858,480079503001,48,007,950300,1,TX,174,-1,-1,43,14,-1,0.0985901065162831,0.00056982247665043
1859,481576731021,48,157,673102,1,TX,32,19,-1,0,0,0,0.127692245516941,0.000572807667474499
1860,481576731012,48,157,673101,2,TX,81,31,-1,19,14,-1,0.104994070693232,0.000629659270926305
1861,481576730013,48,157,673001,3,TX,-1,0,0,0,0,0,0.0431315258954238,0.000104612772880659
1862,481576730012,48,157,673001,2,TX,-1,0,-1,0,0,0,0.0570138864884759,0.000162608452814948
1863,481576730011,48,157,673001,1,TX,-1,0,0,0,0,0,0.0864585379222634,0.00023070535757565
1864,481576730032,48,157,673003,2,TX,776,709,546,93,86,-1,0.0910827024430847,0.000434504240250005
1865,481576758001,48,157,675800,1,TX,27,14,-1,-1,-1,0,0.51871187085119,0.00741298888610015
1866,481576757003,48,157,675700,3,TX,-1,-1,-1,0,0,0,0.102870480685626,0.000526463238935097
1867,481576744002,48,157,674400,2,TX,-1,0,-1,0,0,0,0.0483120205233013,9.37274924986647e-05
1868,481576743001,48,157,674300,1,TX,-1,-1,-1,-1,0,0,0.033419759207855,5.43234912102078e-05
1869,481576742003,48,157,674200,3,TX,-1,-1,-1,0,0,0,0.0840876901693374,0.000248417003053849
1870,481576708002,48,157,670800,2,TX,80,24,20,-1,-1,0,0.0929920252457122,0.00046635241742669
1871,481576706013,48,157,670601,3,TX,90,-1,-1,-1,-1,-1,0.0539046313575492,0.000117022553863266
1872,481576706012,48,157,670601,2,TX,54,-1,-1,-1,0,0,0.033645567444185,6.36962214306097e-05
1873,481576705001,48,157,670500,1,TX,32,-1,-1,-1,0,0,0.0364075954380444,4.62384851311845e-05
1874,481576704003,48,157,670400,3,TX,35,-1,-1,-1,-1,-1,0.0434012042373302,8.8827793875691e-05
1875,481576704002,48,157,670400,2,TX,19,0,-1,-1,-1,-1,0.0316565182791887,5.75709334973989e-05
1876,481576704001,48,157,670400,1,TX,24,-1,-1,-1,0,0,0.041809087807567,9.89846912690894e-05
1877,481576703002,48,157,670300,2,TX,42,-1,-1,-1,0,0,0.0616061804787091,0.000180545360720218
1878,481576703001,48,157,670300,1,TX,47,-1,-1,-1,-1,-1,0.0414559187751909,9.96729608938577e-05
1879,481576702005,48,157,670200,5,TX,36,-1,-1,-1,-1,-1,0.0447159335118678,0.000120870553106643
1880,481576702004,48,157,670200,4,TX,56,-1,-1,-1,-1,0,0.042024092824175,7.98123612521277e-05
1881,481576702003,48,157,670200,3,TX,33,-1,-1,-1,-1,0,0.0259992559898577,4.08102313360213e-05
1882,481576727012,48,157,672701,2,TX,90,-1,-1,-1,-1,-1,0.0972932300524195,0.000418975917092578
1883,481576726022,48,157,672602,2,TX,38,0,-1,0,0,0,0.0565058381705121,0.000106553086805591
1884,484690006022,48,469,000602,2,TX,32,0,-1,-1,0,0,0.040960231185951,9.99864614121709e-05
1885,484690006023,48,469,000602,3,TX,24,0,-1,-1,-1,-1,0.0316288201892126,6.2277258000137e-05
1886,484690006024,48,469,000602,4,TX,12,0,-1,28,12,-1,0.0303837720930462,5.84906781264962e-05
1887,483396935004,48,339,693500,4,TX,-1,0,0,0,0,0,0.0362681998025405,4.64275473028545e-05
1888,483396922003,48,339,692200,3,TX,53,17,13,-1,0,0,0.316018549319379,0.00401906579716349
1889,483396944001,48,339,694400,1,TX,-1,-1,-1,0,0,0,0.247323632796773,0.0024348847062886
1890,482917006003,48,291,700600,3,TX,39,14,12,-1,-1,-1,0.590019187251019,0.0139991765816932
1891,482917005001,48,291,700500,1,TX,35,-1,-1,0,0,0,0.633489162679674,0.00933923980635669
1892,482917003004,48,291,700300,4,TX,62,51,32,20,19,-1,0.180466058792129,0.000813579539243866
1893,483217304001,48,321,730400,1,TX,35,-1,-1,-1,-1,-1,0.352636167696988,0.00567024816763658
1894,483217303022,48,321,730302,2,TX,26,0,-1,-1,-1,-1,0.0563393802421374,0.00011800765251609
1895,483217303021,48,321,730302,1,TX,20,-1,-1,-1,-1,0,0.0403026560716395,8.74908572988204e-05
1896,482917003005,48,291,700300,5,TX,183,87,62,21,19,11,0.644459091872939,0.0128178959117394
1897,482917003003,48,291,700300,3,TX,219,124,92,26,23,-1,0.401187332757102,0.00442732242029824
1898,483396923001,48,339,692300,1,TX,50,11,-1,-1,-1,-1,0.179759011608706,0.00115442538154146
1899,483396939002,48,339,693900,2,TX,-1,0,-1,0,0,0,0.0532201468082893,0.000171372465306182
1900,483396934003,48,339,693400,3,TX,0,0,0,-1,-1,-1,0.0330401250050473,6.41988806129604e-05
1901,483396931013,48,339,693101,3,TX,13,-1,-1,-1,-1,-1,0.0676890752076335,0.000197094560622739
1902,483396926022,48,339,692602,2,TX,43,-1,-1,-1,0,0,0.201004207287652,0.00177013464530704
1903,483396943023,48,339,694302,3,TX,-1,-1,-1,0,0,0,0.105813161608365,0.000476026912530847
1904,483396942011,48,339,694201,1,TX,13,-1,-1,-1,-1,-1,0.213780601191532,0.00227376530149946
1905,481499706001,48,149,970600,1,TX,-1,0,0,0,0,0,0.804648984188366,0.0170019470241861
1906,484690017002,48,469,001700,2,TX,66,12,12,-1,0,0,0.641573357774921,0.0117977322885886
1907,484690017003,48,469,001700,3,TX,12,-1,-1,0,0,0,0.136159043143377,0.000995055690486263
1908,484690014004,48,469,001400,4,TX,196,19,12,-1,-1,-1,0.245901142319282,0.00325081641967979
1909,484579503002,48,457,950300,2,TX,24,-1,-1,-1,-1,-1,0.108831024145928,0.00057621361686447
1910,484579502005,48,457,950200,5,TX,44,-1,-1,0,0,0,0.319695324701272,0.00218295569272468
1911,484579503001,48,457,950300,1,TX,-1,-1,-1,0,0,0,0.12326314847018,0.000584999751732957
1912,480396609003,48,039,660900,3,TX,211,125,104,26,22,14,0.237307487244542,0.00237864818811025
1913,480396609004,48,039,660900,4,TX,124,49,40,15,-1,-1,0.116303505459118,0.000719605388732949
1914,480396602002,48,039,660200,2,TX,40,-1,-1,-1,-1,-1,0.108225359353944,0.000590072236106297
1915,480396601003,48,039,660100,3,TX,30,-1,-1,-1,-1,-1,0.0536422611693224,0.000131440713251357
1916,480396608011,48,039,660801,1,TX,27,-1,-1,-1,-1,-1,0.0522465568596065,0.000156191845805631
1917,480396608012,48,039,660801,2,TX,43,13,-1,-1,-1,-1,0.0842038465606442,0.000388610759679943
1918,480396607013,48,039,660701,3,TX,-1,-1,0,0,0,0,0.0555414224246318,0.00018264084909182
1919,480396628003,48,039,662800,3,TX,-1,-1,-1,-1,-1,0,0.14712359077749,0.00140059729287811
1920,484579502003,48,457,950200,3,TX,19,-1,-1,0,0,0,0.482012021591158,0.00601959557651161
1921,481677236003,48,167,723600,3,TX,115,67,55,14,-1,-1,0.658998561774994,0.0120238421494601
1922,482419504003,48,241,950400,3,TX,-1,0,0,0,0,0,0.538684034637965,0.0140893183625105
1923,481677235024,48,167,723502,4,TX,294,201,126,47,37,18,0.219722269783983,0.00275108146190678
1924,481677235023,48,167,723502,3,TX,71,31,20,15,12,-1,0.071138613807869,0.000309100182105398
1925,481677202001,48,167,720200,1,TX,191,164,37,13,-1,-1,0.0966039077755066,0.0003877380526135
1926,482419505002,48,241,950500,2,TX,-1,-1,-1,0,0,0,0.790704983382872,0.0155509482341568
1927,482419505001,48,241,950500,1,TX,29,-1,-1,-1,-1,-1,0.652109594249943,0.0105956266330476
1928,482419506002,48,241,950600,2,TX,29,-1,-1,-1,0,0,0.0987775306695697,0.000554979562155617
1929,481677237001,48,167,723700,1,TX,76,16,-1,26,19,15,0.143635516266896,0.000439356016037248
1930,481677221005,48,167,722100,5,TX,11,-1,-1,0,0,0,0.0388151965562684,5.16576278934006e-05
1931,481677221001,48,167,722100,1,TX,11,0,-1,0,0,0,0.0260887503052886,4.39192454290197e-05
1932,481677223002,48,167,722300,2,TX,18,-1,-1,-1,0,0,0.0240206537340025,3.55740028318095e-05
1933,481677223001,48,167,722300,1,TX,16,0,-1,-1,-1,-1,0.0308945194065406,5.37348235717026e-05
1934,481576731011,48,157,673101,1,TX,128,51,21,59,46,25,0.369049673881682,0.00347060925019285
1935,481576730031,48,157,673003,1,TX,149,130,79,-1,-1,0,0.0765685637650896,0.000357563862287137
1936,481576705002,48,157,670500,2,TX,86,-1,-1,-1,-1,-1,0.1137549907138,0.000466615989596828
1937,480570002001,48,057,000200,1,TX,75,-1,-1,-1,-1,-1,0.0595588617561162,0.000119603795934702
1938,480570004001,48,057,000400,1,TX,144,-1,-1,26,11,-1,0.582983407788465,0.00316286100931411
1939,480570002002,48,057,000200,2,TX,106,-1,-1,-1,0,0,0.0363953595398581,6.93096818701202e-05
1940,480570002003,48,057,000200,3,TX,58,-1,-1,-1,-1,-1,0.0468097315934213,4.78525454403218e-05
1941,482012503021,48,201,250302,1,TX,30,0,-1,-1,-1,0,0.097904501865226,0.000293156427172497
1942,481576745011,48,157,674501,1,TX,348,251,35,25,23,-1,0.264284385186886,0.00219644683715129
1943,482450003061,48,245,000306,1,TX,19,0,-1,0,0,0,0.0485212234651194,0.000100042877722667
1944,482450003062,48,245,000306,2,TX,-1,-1,-1,0,0,0,0.0386986266631879,5.58746642913478e-05
1945,482450004001,48,245,000400,1,TX,-1,0,0,-1,0,0,0.036298673406055,6.18761043255361e-05
1946,482450004002,48,245,000400,2,TX,15,-1,-1,-1,-1,-1,0.0657273668684391,0.00013306436360885
1947,482450004004,48,245,000400,4,TX,-1,0,0,0,0,0,0.0491541354288245,8.99826815246048e-05
1948,482450006006,48,245,000600,6,TX,45,-1,-1,-1,-1,-1,0.0303957865873471,5.12522670038732e-05
1949,482013328003,48,201,332800,3,TX,28,-1,-1,-1,-1,-1,0.0424509535455742,0.000102161582863346
1950,482013327001,48,201,332700,1,TX,16,-1,-1,-1,0,0,0.0292307319506134,3.92402199998599e-05
1951,482013106004,48,201,310600,4,TX,11,-1,-1,-1,-1,-1,0.0245023892665517,2.58428040683087e-05
1952,482013106003,48,201,310600,3,TX,-1,0,0,-1,-1,0,0.0204917056464231,2.28263161335668e-05
1953,482013106002,48,201,310600,2,TX,24,0,-1,-1,-1,0,0.0247542450099299,3.57796815380078e-05
1954,482013106001,48,201,310600,1,TX,11,0,-1,0,0,0,0.0334810176579573,5.48775311779699e-05
1955,482450012001,48,245,001200,1,TX,21,-1,-1,-1,-1,-1,0.0515442937552461,0.000106078665255524
1956,482450013011,48,245,001301,1,TX,16,0,-1,-1,0,0,0.0370176348565361,5.92493961551607e-05
1957,480570001003,48,057,000100,3,TX,118,-1,-1,16,-1,-1,0.0378627405331407,6.60674069305576e-05
1958,480570001002,48,057,000100,2,TX,85,-1,-1,-1,-1,0,0.120993993339409,0.000629739244704069
1959,484690015013,48,469,001501,3,TX,28,-1,-1,-1,-1,0,0.195760783022652,0.0017773663669035
1960,484690015041,48,469,001504,1,TX,73,0,-1,28,20,11,0.119063867828853,0.000653221823659911
1961,484690015042,48,469,001504,2,TX,42,0,-1,-1,-1,0,0.0920959128169878,0.000408342862479516
1962,484690001002,48,469,000100,2,TX,75,-1,-1,14,-1,-1,0.0394309654296899,8.06499350859082e-05
1963,484690001001,48,469,000100,1,TX,18,-1,-1,-1,0,0,0.0373390390494756,7.50258414215183e-05
1964,484690002012,48,469,000201,2,TX,67,-1,-1,12,-1,-1,0.037338426627794,7.9892206281655e-05
1965,484690002011,48,469,000201,1,TX,36,0,-1,-1,-1,-1,0.0359588808082373,7.29049038468455e-05
1966,484690002013,48,469,000201,3,TX,44,-1,-1,-1,-1,-1,0.0322416124047497,5.99540235517693e-05
1967,484690002023,48,469,000202,3,TX,102,-1,-1,-1,-1,0,0.0308697477636625,6.14172253921271e-05
1968,484690002022,48,469,000202,2,TX,100,-1,-1,27,13,-1,0.0818655050674415,0.000265942814680608
1969,484690002021,48,469,000202,1,TX,77,0,-1,22,-1,-1,0.0437792413144927,0.000111169620171699
1970,484690003021,48,469,000302,1,TX,127,-1,-1,55,15,12,0.0509794471703398,0.000112481345500201
1971,483217303014,48,321,730301,4,TX,13,0,0,0,0,0,0.0560823350775653,0.000128918510680417
1972,483217303031,48,321,730303,1,TX,65,19,15,-1,-1,-1,0.616677701631045,0.0144449750788714
1973,483217303013,48,321,730301,3,TX,23,-1,-1,-1,0,0,0.0605956240959872,0.000121018767272655
1974,483396906011,48,339,690601,1,TX,-1,0,0,0,0,0,0.147101801503237,0.000644887811385488
1975,483396906014,48,339,690601,4,TX,-1,0,0,0,0,0,0.0615970281336041,0.000160861951252133
1976,484579502002,48,457,950200,2,TX,29,-1,-1,0,0,0,0.854766106820242,0.0240642784752886
1977,484817410001,48,481,741000,1,TX,17,-1,-1,-1,-1,0,0.0644790513255146,0.000156307008996965
1978,484817409003,48,481,740900,3,TX,-1,0,0,0,0,0,0.0555856085720964,0.000164146262144624
1979,484817410003,48,481,741000,3,TX,-1,0,-1,0,0,0,0.14424447740445,0.000761184031660711
1980,484817401002,48,481,740100,2,TX,91,70,23,-1,-1,-1,0.391631809465915,0.00476794909705114
1981,481576753001,48,157,675300,1,TX,-1,0,0,-1,0,0,0.0398621170485252,9.94256888590196e-05
1982,481576724004,48,157,672400,4,TX,11,-1,-1,-1,-1,-1,0.0402315658361491,5.36044650254639e-05
1983,481576739012,48,157,673901,2,TX,14,-1,-1,0,0,0,0.0864475029638351,0.000172819596485746
1984,481576739013,48,157,673901,3,TX,-1,0,-1,0,0,0,0.055793401743196,0.0001179230179555
1985,481576739014,48,157,673901,4,TX,11,0,-1,0,0,0,0.0458602122988339,5.98122351722774e-05
1986,480079501005,48,007,950100,5,TX,41,-1,-1,14,-1,-1,0.0577044957751964,0.000103711963769307
1987,480079503003,48,007,950300,3,TX,413,83,64,67,43,15,0.113231489016943,0.000663567532004642
1988,480079503004,48,007,950300,4,TX,212,17,13,77,31,17,0.0474740960072858,0.000120101210317105
1989,480079503002,48,007,950300,2,TX,146,-1,-1,66,32,16,0.0710157652219674,0.000190587724525235
1990,481576758002,48,157,675800,2,TX,31,-1,-1,-1,-1,-1,1.00504057220859,0.0207702923278892
1991,481576748001,48,157,674800,1,TX,-1,0,0,0,0,0,0.0504623830927336,9.62865681880204e-05
1992,481576747002,48,157,674700,2,TX,-1,0,0,0,0,0,0.0430461797897661,8.70149569264766e-05
1993,481576749001,48,157,674900,1,TX,13,-1,-1,0,0,0,0.063896239241504,0.000103705867256474
1994,481576749002,48,157,674900,2,TX,14,-1,-1,-1,-1,-1,0.0306063633929089,5.94503756364829e-05
1995,481576733001,48,157,673300,1,TX,86,69,40,-1,-1,0,0.434374498784999,0.00476514492817042
1996,481576756001,48,157,675600,1,TX,60,16,-1,-1,-1,0,0.442649954749114,0.0094177048749908
1997,481576756002,48,157,675600,2,TX,45,11,-1,-1,-1,-1,0.704258551470053,0.0158904825175322
1998,481576758003,48,157,675800,3,TX,11,-1,-1,0,0,0,0.270793634499693,0.00217575990650673
1999,482450025002,48,245,002500,2,TX,45,-1,-1,-1,-1,-1,0.0484330302738366,0.000105088805051183
2000,482450026002,48,245,002600,2,TX,-1,-1,-1,-1,0,0,0.0515109313084272,9.01456875838736e-05
2001,482450026003,48,245,002600,3,TX,-1,0,-1,-1,-1,-1,0.0383825840692421,3.49224980163911e-05
2002,482450026001,48,245,002600,1,TX,19,-1,-1,-1,-1,-1,0.0707749124151747,0.000195882640286743
2003,482450001011,48,245,000101,1,TX,209,173,119,76,69,29,0.080752874244621,0.000300909638973612
2004,480570001001,48,057,000100,1,TX,121,-1,-1,-1,0,0,0.0988873289844169,0.000234314221691625
2005,482450006004,48,245,000600,4,TX,40,0,-1,-1,-1,-1,0.0385495943791227,4.65289989432814e-05
2006,482450006001,48,245,000600,1,TX,43,-1,-1,-1,-1,-1,0.0423505435323422,7.63599858937392e-05
2007,482450006003,48,245,000600,3,TX,22,-1,-1,-1,-1,0,0.0483182202418035,4.86574776952012e-05
2008,482450006002,48,245,000600,2,TX,57,-1,-1,-1,-1,-1,0.0357889366932719,6.7372235461352e-05
2009,482450009001,48,245,000900,1,TX,19,0,-1,-1,0,0,0.0313028287878523,5.39737768618917e-05
2010,482450011001,48,245,001100,1,TX,24,-1,-1,-1,-1,-1,0.0330861393515255,5.51596515718265e-05
2011,482450105001,48,245,010500,1,TX,105,68,44,18,17,-1,0.038416353065961,4.60658524929469e-05
2012,482450105003,48,245,010500,3,TX,102,37,29,11,-1,-1,0.0364210241734437,7.89117959560045e-05
2013,482450106002,48,245,010600,2,TX,122,88,47,24,21,-1,0.0471572907955177,9.63844468417414e-05
2014,482450106001,48,245,010600,1,TX,373,353,121,112,105,26,0.0444622198556335,9.13060599085946e-05
2015,482450106003,48,245,010600,3,TX,60,19,17,-1,-1,-1,0.038738830308432,8.10850057615354e-05
2016,482450106005,48,245,010600,5,TX,107,68,39,21,18,-1,0.0397330543038025,9.55668235085491e-05
2017,482450106004,48,245,010600,4,TX,75,42,24,-1,-1,-1,0.038955400414641,8.7578175888433e-05
2018,482450107001,48,245,010700,1,TX,15,-1,-1,0,0,0,0.0597541519739732,0.00012349677029305
2019,482450107002,48,245,010700,2,TX,35,-1,-1,-1,-1,0,0.0454434881328115,9.66877464120991e-05
2020,482450107003,48,245,010700,3,TX,34,-1,-1,0,0,0,0.0358630726523158,7.22687245788963e-05
2021,482450110011,48,245,011001,1,TX,41,13,-1,-1,-1,-1,0.0405598947600821,9.51423169375405e-05
2022,482450110012,48,245,011001,2,TX,122,74,42,24,18,-1,0.0393314486679056,9.33467540217833e-05
2023,482450110014,48,245,011001,4,TX,35,-1,-1,-1,-1,0,0.0284528403558119,5.01718496113735e-05
2024,482450110013,48,245,011001,3,TX,28,-1,-1,-1,-1,0,0.0506437439521767,0.000105142490999765
2025,480570002004,48,057,000200,4,TX,90,0,-1,-1,-1,-1,0.0275411703277385,4.45855560108384e-05
2026,480570005002,48,057,000500,2,TX,-1,-1,-1,-1,-1,0,4.36494852622814,0.0454507076904732
2027,482450105002,48,245,010500,2,TX,65,33,24,70,60,42,0.0412977927771957,5.36189031554132e-05
2028,482450006005,48,245,000600,5,TX,42,-1,-1,-1,0,0,0.0291363845644229,4.05509762450628e-05
2029,482450011002,48,245,001100,2,TX,12,0,-1,-1,-1,-1,0.0547377710745338,8.32326149435857e-05
2030,481576728001,48,157,672800,1,TX,48,-1,-1,-1,-1,-1,0.137778767080591,0.00105493266063907
2031,480259506001,48,025,950600,1,TX,-1,0,-1,0,0,0,0.945279992277797,0.0380784081261826
2032,482450001021,48,245,000102,1,TX,198,137,124,41,36,11,0.138951491038342,0.000774373656322068
2033,482450013032,48,245,001303,2,TX,129,77,60,26,21,14,0.179618906908587,0.00144249358824328
2034,482450022002,48,245,002200,2,TX,137,88,61,19,12,-1,0.121057364691445,0.00068076577990943
2035,482450110022,48,245,011002,2,TX,11,-1,0,-1,-1,-1,0.0406017556963271,9.16494730062166e-05
2036,482450007004,48,245,000700,4,TX,89,64,54,40,34,19,0.116477680387335,0.000843177690438872
2037,482450007002,48,245,000700,2,TX,15,-1,-1,-1,-1,-1,0.0230408483211493,2.84729957749691e-05
2038,482450007001,48,245,000700,1,TX,88,22,21,17,11,-1,0.0403622641032837,7.41697310001939e-05
2039,482450007003,48,245,000700,3,TX,43,-1,-1,-1,-1,-1,0.0549700132533216,7.95338132126647e-05
2040,482450005001,48,245,000500,1,TX,44,0,-1,-1,-1,0,0.0565815279135232,0.000134103501428175
2041,482450003071,48,245,000307,1,TX,64,-1,-1,-1,-1,-1,0.148910033572035,0.000926793563959428
2042,482450114005,48,245,011400,5,TX,358,309,203,54,52,15,0.421557764093781,0.00622995012302016
2043,482450013013,48,245,001301,3,TX,72,-1,-1,-1,-1,0,0.0420322005771204,8.88658469156162e-05
2044,482450111011,48,245,011101,1,TX,23,-1,-1,-1,-1,-1,0.0464180149966443,0.000119022088069833
2045,482459800001,48,245,980000,1,TX,69,55,32,-1,-1,0,0.0870201060733862,0.000428221866087808
2046,482450026004,48,245,002600,4,TX,34,-1,-1,-1,-1,0,0.0441710540389144,7.87234807837882e-05
2047,482450071003,48,245,007100,3,TX,60,36,11,-1,-1,0,0.0850112275731217,0.000373300415745833
2048,482450009002,48,245,000900,2,TX,19,0,-1,11,-1,-1,0.0612943743627975,0.000132698589599714
2049,482450020002,48,245,002000,2,TX,46,-1,-1,-1,-1,-1,0.0323997459959991,6.92674287848883e-05
2050,482450021002,48,245,002100,2,TX,59,-1,-1,-1,-1,0,0.0418438846699636,8.8228652235153e-05
2051,482450012002,48,245,001200,2,TX,39,-1,-1,-1,0,0,0.106347835514802,0.000307571529858088
2052,482450026005,48,245,002600,5,TX,26,-1,-1,-1,-1,-1,0.0473752924636476,7.39909184479485e-05
2053,480570004004,48,057,000400,4,TX,144,-1,-1,-1,-1,-1,0.229083648193241,0.00204651824383144
2054,484817406003,48,481,740600,3,TX,40,18,-1,-1,-1,-1,0.735235120475921,0.0182048754995625
2055,481576710011,48,157,671001,1,TX,23,-1,0,-1,0,0,0.0602504978575833,0.000168831362702467
2056,481576710023,48,157,671002,3,TX,41,0,-1,-1,-1,0,0.0405751442666184,6.26996786762218e-05
2057,481576710012,48,157,671001,2,TX,59,11,-1,-1,-1,-1,0.0562228726769387,0.000133217618156567
2058,481576724003,48,157,672400,3,TX,14,-1,-1,0,0,0,0.0319881288008064,5.84330695046649e-05
2059,481576724002,48,157,672400,2,TX,21,0,-1,-1,-1,0,0.0640705976901234,0.000158825913339195
2060,481576724001,48,157,672400,1,TX,18,-1,-1,-1,-1,0,0.0496378751246423,0.000119404707379661
2061,481576723023,48,157,672302,3,TX,-1,-1,-1,0,0,0,0.0422208721086882,7.86450262559011e-05
2062,481576723022,48,157,672302,2,TX,-1,0,0,0,0,0,0.0294444236907901,4.57830174387967e-05
2063,481576723021,48,157,672302,1,TX,-1,0,0,0,0,0,0.0300694589027105,4.92114564474312e-05
2064,481576722001,48,157,672200,1,TX,-1,0,-1,0,0,0,0.058363215045462,0.000178493729866215
2065,481576721002,48,157,672100,2,TX,-1,0,0,-1,-1,0,0.084661279056657,0.000313932708978492
2066,481576721001,48,157,672100,1,TX,-1,0,0,0,0,0,0.10963045582474,0.000392732698752275
2067,481576753002,48,157,675300,2,TX,-1,0,0,0,0,0,0.0557788583810506,0.000183376035205865
2068,481576746022,48,157,674602,2,TX,22,0,-1,0,0,0,0.0971143315136476,0.000327555271870782
2069,481576734002,48,157,673400,2,TX,279,231,39,33,33,15,0.314730742985731,0.00250829010733659
2070,481576701012,48,157,670101,2,TX,19,0,-1,-1,-1,-1,0.0370340723368051,5.89368888296093e-05
2071,481576710014,48,157,671001,4,TX,15,-1,-1,-1,0,0,0.044321515439506,8.34227246054926e-05
2072,480717103002,48,071,710300,2,TX,135,81,69,15,-1,-1,0.391660740487098,0.00664745210712539
2073,480717103001,48,071,710300,1,TX,46,-1,-1,0,0,0,0.443540177636374,0.00794650508319653
2074,482979504001,48,297,950400,1,TX,-1,0,-1,-1,0,0,0.553452759249478,0.0155383241439741
2075,480570005001,48,057,000500,1,TX,43,-1,-1,-1,-1,0,1.06968631163255,0.0250787289073814
2076,480570004002,48,057,000400,2,TX,177,18,-1,-1,-1,-1,0.760700141264018,0.0181145335392111
2077,482450110021,48,245,011002,1,TX,19,-1,-1,-1,-1,0,0.0290613383794024,5.13158929374775e-05
2078,482450110023,48,245,011002,3,TX,31,11,-1,-1,-1,0,0.04545679867636,7.18903619007311e-05
2079,482450111013,48,245,011101,3,TX,111,93,41,14,-1,-1,0.0383723476262353,8.93199495437114e-05
2080,482450111014,48,245,011101,4,TX,13,0,0,0,0,0,0.0432769609087024,8.06472624710292e-05
2081,482450111012,48,245,011101,2,TX,29,-1,-1,-1,-1,0,0.0274323788632209,4.54231378201617e-05
2082,482450111022,48,245,011102,2,TX,-1,-1,-1,0,0,0,0.0370760382130166,6.54640183516091e-05
